Date,High,Low,Open,Status,DateTime,year,month,day,30d_avg,Std,RSI,Williams %R
3/14/2012,104.0,104.0,104.0,-1,2012-03-14,2012,3,14,109.06666666666666,2.2273121784406924,35.32345448966054,-100.0
3/15/2012,103.0,103.0,103.0,-1,2012-03-15,2012,3,15,108.76666666666667,2.4166567578077327,33.216221827617375,-100.0
3/18/2012,103.0,103.0,103.0,0,2012-03-18,2012,3,18,108.4,2.4297012729680048,33.21622182761738,-100.0
3/19/2012,103.0,103.0,103.0,0,2012-03-19,2012,3,19,108.1,2.5236809460075644,33.21622182761738,-100.0
3/20/2012,102.0,102.0,102.0,-1,2012-03-20,2012,3,20,107.76666666666667,2.6481396636433576,30.912956781691353,-100.0
3/21/2012,101.0,101.0,101.0,-1,2012-03-21,2012,3,21,107.46666666666667,2.885556580905911,28.76492080606766,-100.0
3/25/2012,104.0,104.0,104.0,1,2012-03-25,2012,3,25,107.23333333333333,2.872981550324671,41.82493918359715,-0.0
3/26/2012,106.0,106.0,106.0,1,2012-03-26,2012,3,26,107.06666666666666,2.790789448727121,48.5916410385539,-0.0
3/27/2012,107.0,107.0,107.0,1,2012-03-27,2012,3,27,106.96666666666667,2.7352530404703845,51.621663279421725,-0.0
3/28/2012,103.0,103.0,103.0,-1,2012-03-28,2012,3,28,106.7,2.7183920196347624,41.16899792612203,-66.66666666666667
3/29/2012,106.0,106.0,106.0,1,2012-03-29,2012,3,29,106.56666666666666,2.6481396636433434,49.43819870974085,-16.666666666666668
4/1/2012,105.0,105.0,105.0,-1,2012-04-01,2012,4,1,106.4,2.5810984029124873,47.06351860811549,-33.333333333333336
4/2/2012,106.0,106.0,106.0,1,2012-04-02,2012,4,2,106.3,2.5345883158877354,49.66714533006979,-25.0
4/3/2012,105.0,105.0,105.0,-1,2012-04-03,2012,4,3,106.16666666666667,2.492517538185249,47.168741583952055,-50.0
4/4/2012,106.0,106.0,106.0,1,2012-04-04,2012,4,4,106.1,2.4684212461158235,49.88366397338871,-25.0
4/5/2012,105.0,105.0,105.0,-1,2012-04-05,2012,4,5,105.96666666666667,2.4138013136149628,47.26779212626896,-33.333333333333336
4/8/2012,106.0,106.0,106.0,1,2012-04-08,2012,4,8,105.8,2.219039866932226,50.086566089864725,-0.0
4/9/2012,106.0,106.0,106.0,0,2012-04-09,2012,4,9,105.73333333333333,2.180372213294292,50.086566089864725,-0.0
4/10/2012,106.0,106.0,106.0,0,2012-04-10,2012,4,10,105.63333333333334,2.0924055341974994,50.086566089864725,-0.0
4/11/2012,106.0,106.0,106.0,0,2012-04-11,2012,4,11,105.53333333333333,1.9953970019528406,50.086566089864725,-0.0
4/12/2012,107.0,107.0,107.0,1,2012-04-12,2012,4,12,105.53333333333333,1.9953970019528406,53.434574966835115,-0.0
4/15/2012,114.0,114.0,114.0,1,2012-04-15,2012,4,15,105.73333333333333,2.490441497119499,69.07292004557091,-0.0
4/16/2012,123.0,123.0,123.0,1,2012-04-16,2012,4,16,106.2,3.9861830329795347,78.88941799516674,-0.0
4/17/2012,135.0,135.0,135.0,1,2012-04-17,2012,4,17,107.1,6.5985891909062655,85.49863453364337,-0.0
4/18/2012,130.0,130.0,130.0,-1,2012-04-18,2012,4,18,107.83333333333333,7.81282470589592,74.96705171605403,-17.24137931034483
4/19/2012,124.0,124.0,124.0,-1,2012-04-19,2012,4,19,108.33333333333333,8.351474506743214,64.6722421828058,-37.931034482758626
4/22/2012,122.0,122.0,122.0,-1,2012-04-22,2012,4,22,108.83333333333333,8.710213320691649,61.633938140275234,-46.42857142857142
4/24/2012,123.0,123.0,123.0,1,2012-04-24,2012,4,24,109.43333333333334,9.050369904169614,62.58053609598956,-57.142857142857146
4/25/2012,129.0,129.0,129.0,1,2012-04-25,2012,4,25,110.2,9.700337711860254,67.72582150267678,-46.15384615384615
4/26/2012,135.0,135.0,135.0,1,2012-04-26,2012,4,26,111.16666666666667,10.664421459107457,71.88856463690276,-0.0
4/29/2012,148.0,148.0,148.0,1,2012-04-29,2012,4,29,112.63333333333334,12.510639150500003,78.39168858993585,-0.0
4/30/2012,150.0,150.0,150.0,1,2012-04-30,2012,4,30,114.2,14.104046863614535,79.18931002569887,-0.0
5/2/2012,140.0,140.0,140.0,-1,2012-05-02,2012,5,2,115.43333333333334,14.69619545731278,66.05931048601938,-35.71428571428571
5/3/2012,128.0,128.0,128.0,-1,2012-05-03,2012,5,3,116.26666666666667,14.67565033120096,54.402429197799876,-81.48148148148148
5/7/2012,132.0,132.0,132.0,1,2012-05-07,2012,5,7,117.26666666666667,14.692088730482421,57.11873907816572,-81.81818181818181
5/8/2012,134.0,134.0,134.0,1,2012-05-08,2012,5,8,118.36666666666666,14.667541771176117,58.45148630396785,-72.72727272727273
5/9/2012,142.0,142.0,142.0,1,2012-05-09,2012,5,9,119.63333333333334,15.020637144604951,63.357313251961344,-36.36363636363637
5/10/2012,142.0,142.0,142.0,0,2012-05-10,2012,5,10,120.83333333333333,15.328772435123991,63.35731325196134,-36.36363636363637
5/13/2012,139.0,139.0,139.0,-1,2012-05-13,2012,5,13,121.9,15.445901141369726,60.262702905343154,-21.428571428571427
5/14/2012,132.0,132.0,132.0,-1,2012-05-14,2012,5,14,122.86666666666666,15.126440275302711,53.67488194537847,-71.42857142857142
5/15/2012,125.0,125.0,125.0,-1,2012-05-15,2012,5,15,123.5,14.789908022376137,48.02143876099819,-99.99999999999999
5/16/2012,137.0,137.0,137.0,1,2012-05-16,2012,5,16,124.56666666666666,14.56183801711799,56.483298014269224,-29.41176470588235
5/17/2012,139.0,139.0,139.0,1,2012-05-17,2012,5,17,125.66666666666667,14.355903107188688,57.718741494733614,-17.64705882352941
5/20/2012,141.0,141.0,141.0,1,2012-05-20,2012,5,20,126.86666666666666,14.070593775509392,58.97309611923291,-5.88235294117647
5/21/2012,139.0,139.0,139.0,-1,2012-05-21,2012,5,21,127.96666666666667,13.667185299943435,57.14729776025972,-12.5
5/22/2012,139.0,139.0,139.0,0,2012-05-22,2012,5,22,129.1,13.09474756507757,57.14729776025972,-12.5
5/23/2012,143.0,143.0,143.0,1,2012-05-23,2012,5,23,130.33333333333334,12.576204496597194,60.01846018617732,-0.0
5/24/2012,133.0,133.0,133.0,-1,2012-05-24,2012,5,24,131.23333333333332,11.711130377237092,50.846443754682326,-100.0
5/27/2012,143.0,143.0,143.0,1,2012-05-27,2012,5,27,132.46666666666667,10.88096513636784,57.79271963033955,-0.0
5/29/2012,148.0,148.0,148.0,1,2012-05-29,2012,5,29,133.86666666666667,10.026631205611151,60.77733818332322,-0.0
5/30/2012,134.0,134.0,134.0,-1,2012-05-30,2012,5,30,134.76666666666668,8.649031571594525,50.095562830897336,-93.33333333333334
5/31/2012,121.0,121.0,121.0,-1,2012-05-31,2012,5,31,135.0,8.149465817061285,42.60723108654565,-100.0
6/3/2012,128.0,128.0,128.0,1,2012-06-03,2012,6,3,135.16666666666666,7.944129618926227,47.18527747772278,-74.07407407407408
6/4/2012,140.0,140.0,140.0,1,2012-06-04,2012,6,4,135.33333333333334,7.992812863520983,53.9645527350996,-29.629629629629626
6/5/2012,133.0,133.0,133.0,-1,2012-06-05,2012,6,5,135.43333333333334,7.9423931655014695,49.93776408307033,-55.55555555555555
6/6/2012,133.0,133.0,133.0,0,2012-06-06,2012,6,6,135.73333333333332,7.660617303538049,49.93776408307033,-55.55555555555555
6/7/2012,126.0,126.0,126.0,-1,2012-06-07,2012,6,7,135.86666666666667,7.445124918862912,45.960331953503996,-73.6842105263158
6/10/2012,131.0,131.0,131.0,1,2012-06-10,2012,6,10,136.13333333333333,7.103827687669107,49.080070004068475,-47.368421052631575
6/11/2012,138.0,138.0,138.0,1,2012-06-11,2012,6,11,136.43333333333334,6.981173369083288,53.15725582906278,-14.285714285714285
6/12/2012,140.0,140.0,140.0,1,2012-06-12,2012,6,12,136.6,7.0054166235112545,54.28357533398912,-0.0
6/13/2012,140.0,140.0,140.0,0,2012-06-13,2012,6,13,136.33333333333334,6.702204132215561,54.28357533398912,-0.0
6/14/2012,141.0,141.0,141.0,1,2012-06-14,2012,6,14,136.03333333333333,6.255939706326911,54.91223750871511,-0.0
6/17/2012,136.0,136.0,136.0,-1,2012-06-17,2012,6,17,135.9,6.210946954287062,51.126537942987724,-33.333333333333336
6/18/2012,134.0,134.0,134.0,-1,2012-06-18,2012,6,18,136.1,6.042093722520893,49.651991842209206,-70.0
6/19/2012,133.0,133.0,133.0,-1,2012-06-19,2012,6,19,136.13333333333333,6.0214177121646415,48.89269665221453,-100.0
6/20/2012,132.0,132.0,132.0,-1,2012-06-20,2012,6,20,136.06666666666666,6.056819088537035,48.10054442309845,-100.0
6/21/2012,134.0,134.0,134.0,1,2012-06-21,2012,6,21,135.8,5.961948304556915,49.85057366643847,-77.77777777777779
6/25/2012,136.0,136.0,136.0,1,2012-06-25,2012,6,25,135.6,5.8463074110783575,51.6078579834044,-55.55555555555556
6/26/2012,140.0,140.0,140.0,1,2012-06-26,2012,6,26,135.63333333333333,5.86916743983197,55.00384591394185,-0.0
6/27/2012,136.0,136.0,136.0,-1,2012-06-27,2012,6,27,135.76666666666668,5.829078908330406,51.13903290589498,-50.0
6/28/2012,140.0,140.0,140.0,1,2012-06-28,2012,6,28,136.26666666666668,5.508196609150744,54.57622156085245,-0.0
7/1/2012,140.0,140.0,140.0,0,2012-07-01,2012,7,1,136.36666666666667,5.549049830645857,54.57622156085245,-0.0
7/2/2012,142.0,142.0,142.0,1,2012-07-02,2012,7,2,136.46666666666667,5.624658354886787,56.35654853034515,-0.0
7/3/2012,141.0,141.0,141.0,-1,2012-07-03,2012,7,3,136.46666666666667,5.624658354886787,55.19176430857707,-16.666666666666668
7/4/2012,141.0,141.0,141.0,0,2012-07-04,2012,7,4,136.53333333333333,5.667410363639411,55.19176430857707,-16.666666666666668
7/5/2012,146.0,146.0,146.0,1,2012-07-05,2012,7,5,136.76666666666668,5.911317802395836,59.987311762028604,-0.0
7/8/2012,145.0,145.0,145.0,-1,2012-07-08,2012,7,8,136.83333333333334,5.994729485906585,58.63568424334782,-16.666666666666668
7/9/2012,144.0,144.0,144.0,-1,2012-07-09,2012,7,9,137.2,6.087862429910826,57.24658931547234,-33.333333333333336
7/10/2012,148.0,148.0,148.0,1,2012-07-10,2012,7,10,137.36666666666667,6.316280733062229,61.20557492270332,-0.0
7/11/2012,150.0,150.0,150.0,1,2012-07-11,2012,7,11,137.43333333333334,6.441692502662103,63.048064481294396,-0.0
7/12/2012,152.0,152.0,152.0,1,2012-07-12,2012,7,12,138.03333333333333,6.93060843889886,64.84608284715864,-0.0
7/15/2012,151.0,151.0,151.0,-1,2012-07-15,2012,7,15,139.03333333333333,6.541555932879545,63.190453588944195,-12.5
7/16/2012,156.0,156.0,156.0,1,2012-07-16,2012,7,16,139.96666666666667,6.900691286377649,67.63934077956873,-0.0
7/17/2012,162.0,162.0,162.0,1,2012-07-17,2012,7,17,140.7,7.987706070948383,72.01098205478942,-0.0
7/18/2012,171.0,171.0,171.0,1,2012-07-18,2012,7,18,141.96666666666667,9.579012019220553,77.0247416269499,-0.0
7/19/2012,186.0,186.0,186.0,1,2012-07-19,2012,7,19,143.73333333333332,12.353788566833556,82.61453337446592,-0.0
7/22/2012,198.0,198.0,198.0,1,2012-07-22,2012,7,22,146.13333333333333,15.406521980649462,85.6272011498039,-0.0
7/23/2012,192.0,192.0,192.0,-1,2012-07-23,2012,7,23,148.16666666666666,17.254851058687144,78.31936600968014,-12.765957446808512
7/24/2012,190.0,190.0,190.0,-1,2012-07-24,2012,7,24,149.9,18.745758140866645,75.99125316037642,-19.047619047619047
7/25/2012,190.0,190.0,190.0,0,2012-07-25,2012,7,25,151.56666666666666,20.014965665089687,75.99125316037642,-22.22222222222222
7/26/2012,184.0,184.0,184.0,-1,2012-07-26,2012,7,26,153.03333333333333,20.737245075789122,68.86852651903371,-51.85185185185185
7/29/2012,177.0,177.0,177.0,-1,2012-07-29,2012,7,29,154.23333333333332,21.0560554535833,61.61273745583481,-100.0
7/30/2012,166.0,166.0,166.0,-1,2012-07-30,2012,7,30,155.23333333333332,20.871831096799845,52.28966525335477,-100.0
7/31/2012,171.0,171.0,171.0,1,2012-07-31,2012,7,31,156.46666666666667,20.666036327057792,55.579922520119915,-80.76923076923076
8/1/2012,176.0,176.0,176.0,1,2012-08-01,2012,8,1,157.9,20.47260575029239,58.65084409130426,-58.333333333333336
8/5/2012,180.0,180.0,180.0,1,2012-08-05,2012,8,5,159.5,20.253139390534564,60.97521081506125,-41.66666666666667
8/6/2012,181.0,181.0,181.0,1,2012-08-06,2012,8,6,161.06666666666666,20.02917412406122,61.55701889878694,-16.666666666666668
8/7/2012,181.0,181.0,181.0,0,2012-08-07,2012,8,7,162.56666666666666,19.770551652487804,61.55701889878694,-0.0
8/8/2012,176.0,176.0,176.0,-1,2012-08-08,2012,8,8,163.76666666666668,19.443434018629326,56.65871965892107,-33.333333333333336
8/12/2012,179.0,179.0,179.0,1,2012-08-12,2012,8,12,165.2,18.903384115932624,58.77820569196051,-20.0
8/13/2012,171.0,171.0,171.0,-1,2012-08-13,2012,8,13,166.23333333333332,18.31653357758673,51.54006237738289,-100.0
8/14/2012,168.0,168.0,168.0,-1,2012-08-14,2012,8,14,167.16666666666666,17.63437734562318,49.09835429882543,-100.0
8/15/2012,166.0,166.0,166.0,-1,2012-08-15,2012,8,15,167.96666666666667,16.985761447578238,47.483314420057916,-100.0
8/16/2012,163.0,163.0,163.0,-1,2012-08-16,2012,8,16,168.7,16.23990402553639,45.08752494334896,-100.0
8/19/2012,170.0,170.0,170.0,1,2012-08-19,2012,8,19,169.66666666666666,15.374258228999759,51.266250714840986,-56.25
8/21/2012,173.0,173.0,173.0,1,2012-08-21,2012,8,21,170.56666666666666,14.717297665493001,53.67215264482509,-37.5
8/22/2012,166.0,166.0,166.0,-1,2012-08-22,2012,8,22,171.26666666666668,13.938122698836793,47.74874616107251,-70.0
8/23/2012,165.0,165.0,165.0,-1,2012-08-23,2012,8,23,171.96666666666667,13.01851025253719,46.951561008127484,-80.0
8/26/2012,165.0,165.0,165.0,0,2012-08-26,2012,8,26,172.53333333333333,12.288860482324504,46.95156100812749,-80.0
8/27/2012,173.0,173.0,173.0,1,2012-08-27,2012,8,27,173.3,11.528525341592408,54.066711957014256,-0.0
8/28/2012,175.0,175.0,175.0,1,2012-08-28,2012,8,28,174.06666666666666,10.805277552590688,55.66758748956908,-0.0
8/29/2012,177.0,177.0,177.0,1,2012-08-29,2012,8,29,174.93333333333334,9.895778735482317,57.2713280404382,-0.0
8/30/2012,176.0,176.0,176.0,-1,2012-08-30,2012,8,30,175.6,9.227395493107572,56.17705326709754,-8.333333333333334
9/2/2012,171.0,171.0,171.0,-1,2012-09-02,2012,9,2,175.9,8.910861253317618,50.93654615500141,-50.0
9/3/2012,171.0,171.0,171.0,0,2012-09-03,2012,9,3,175.9,8.910861253317618,50.936546155001416,-50.0
9/4/2012,171.0,171.0,171.0,0,2012-09-04,2012,9,4,175.4,8.743864844209801,50.936546155001416,-100.0
9/5/2012,170.0,170.0,170.0,-1,2012-09-05,2012,9,5,174.46666666666667,7.67770320061907,49.7766370497171,-99.99999999999999
9/6/2012,170.0,170.0,170.0,0,2012-09-06,2012,9,6,173.73333333333332,6.962626007445371,49.77663704971711,-99.99999999999999
9/9/2012,170.0,170.0,170.0,0,2012-09-09,2012,9,9,173.06666666666666,6.274927301865128,49.776637049717095,-100.0
9/10/2012,171.0,171.0,171.0,1,2012-09-10,2012,9,10,172.43333333333334,5.405510172953066,51.165549340087054,-0.0
9/11/2012,172.0,172.0,172.0,1,2012-09-11,2012,9,11,172.03333333333333,4.944403547122293,52.57787460822101,-0.0
9/12/2012,172.0,172.0,172.0,0,2012-09-12,2012,9,12,171.86666666666667,4.854669514186097,52.57787460822101,-0.0
9/13/2012,171.0,171.0,171.0,-1,2012-09-13,2012,9,13,172.03333333333333,4.73055608988564,50.87158381184443,-50.0
9/16/2012,173.0,173.0,173.0,1,2012-09-16,2012,9,16,172.1,4.729584074446218,54.08121470790328,-0.0
9/17/2012,175.0,175.0,175.0,1,2012-09-17,2012,9,17,172.06666666666666,4.704607670502104,57.09955894569602,-0.0
9/18/2012,177.0,177.0,177.0,1,2012-09-18,2012,9,18,171.96666666666667,4.559819516494307,59.935656052867735,-0.0
9/19/2012,180.0,180.0,180.0,1,2012-09-19,2012,9,19,171.93333333333334,4.4946967473444275,63.80135152034016,-0.0
9/20/2012,182.0,182.0,182.0,1,2012-09-20,2012,9,20,171.96666666666667,4.567375563739395,66.14648110169318,-0.0
9/23/2012,180.0,180.0,180.0,-1,2012-09-23,2012,9,23,172.1,4.744143394938443,61.83252098287664,-18.181818181818183
9/24/2012,180.0,180.0,180.0,0,2012-09-24,2012,9,24,172.13333333333333,4.797508932147695,61.83252098287664,-22.22222222222222
9/25/2012,177.0,177.0,177.0,-1,2012-09-25,2012,9,25,172.33333333333334,4.87310234212207,55.532040923202665,-71.42857142857142
9/26/2012,175.0,175.0,175.0,-1,2012-09-26,2012,9,26,172.56666666666666,4.825816588634559,51.74647443647946,-99.99999999999999
9/27/2012,177.0,177.0,177.0,1,2012-09-27,2012,9,27,172.93333333333334,4.72654523781077,55.04662836580558,-71.42857142857142
9/30/2012,174.0,174.0,174.0,-1,2012-09-30,2012,9,30,173.3,4.340268544053132,49.57015060780526,-100.0
10/1/2012,175.0,175.0,175.0,1,2012-10-01,2012,10,1,173.46666666666667,4.305035810925123,51.309080254239035,-83.33333333333334
10/2/2012,175.0,175.0,175.0,0,2012-10-02,2012,10,2,173.53333333333333,4.313038238943532,51.309080254239035,-83.33333333333334
10/3/2012,175.0,175.0,175.0,0,2012-10-03,2012,10,3,173.83333333333334,4.077552793235634,51.30908025423903,-66.66666666666667
10/4/2012,176.0,176.0,176.0,1,2012-10-04,2012,10,4,174.2,3.73612375192121,53.319487345909764,-33.333333333333336
10/7/2012,175.0,175.0,175.0,-1,2012-10-07,2012,10,7,174.53333333333333,3.3086441991843665,51.04955620142923,-66.66666666666667
10/8/2012,175.0,175.0,175.0,0,2012-10-08,2012,10,8,174.6,3.2968114166958578,51.04955620142923,-50.0
10/9/2012,175.0,175.0,175.0,0,2012-10-09,2012,10,9,174.6,3.2968114166958578,51.04955620142923,-100.0
10/10/2012,175.0,175.0,175.0,0,2012-10-10,2012,10,10,174.53333333333333,3.2666901242436266,51.04955620142925,-100.0
10/11/2012,176.0,176.0,176.0,1,2012-10-11,2012,10,11,174.53333333333333,3.2666901242436266,53.70073806357374,-0.0
10/14/2012,175.0,175.0,175.0,-1,2012-10-14,2012,10,14,174.66666666666666,3.1984191497497725,50.74117183850212,-100.0
10/15/2012,177.0,177.0,177.0,1,2012-10-15,2012,10,15,174.86666666666667,3.1484351157639843,55.96792121485073,-0.0
10/17/2012,176.0,176.0,176.0,-1,2012-10-17,2012,10,17,175.03333333333333,3.068003207002207,52.94302130223827,-50.0
10/18/2012,178.0,178.0,178.0,1,2012-10-18,2012,10,18,175.3,2.9612439138403284,57.84969556538061,-0.0
10/30/2012,178.0,178.0,178.0,0,2012-10-30,2012,10,30,175.56666666666666,2.824563845898216,57.84969556538062,-0.0
10/31/2012,183.0,183.0,183.0,1,2012-10-31,2012,10,31,176.0,2.9361010975761106,67.63454729735741,-0.0
11/1/2012,182.0,182.0,182.0,-1,2012-11-01,2012,11,1,176.36666666666667,2.9767296720134375,64.41386722359093,-12.5
11/4/2012,182.0,182.0,182.0,0,2012-11-04,2012,11,4,176.7,3.0303066875656466,64.41386722359091,-14.285714285714285
11/5/2012,186.0,186.0,186.0,1,2012-11-05,2012,11,5,177.16666666666666,3.3433756772991834,70.85269443547959,-0.0
11/6/2012,188.0,188.0,188.0,1,2012-11-06,2012,11,6,177.73333333333332,3.6853234858581936,73.44033123196016,-0.0
11/7/2012,188.0,188.0,188.0,0,2012-11-07,2012,11,7,178.23333333333332,4.023065680706715,73.44033123196016,-0.0
11/8/2012,195.0,195.0,195.0,1,2012-11-08,2012,11,8,178.9,5.005858636604828,80.47606822887225,-0.0
11/11/2012,194.0,194.0,194.0,-1,2012-11-11,2012,11,11,179.46666666666667,5.697751119179221,77.32475105673846,-7.692307692307692
11/12/2012,194.0,194.0,194.0,0,2012-11-12,2012,11,12,179.93333333333334,6.2859083415348325,77.32475105673846,-7.692307692307692
11/18/2012,196.0,196.0,196.0,1,2012-11-18,2012,11,18,180.4,6.931188881451813,79.2128297896932,-0.0
11/20/2012,202.0,202.0,202.0,1,2012-11-20,2012,11,20,181.13333333333333,7.972942749823971,83.61942467442147,-0.0
11/21/2012,204.0,204.0,204.0,1,2012-11-21,2012,11,21,181.93333333333334,8.993995442683154,84.77779828495868,-0.0
11/22/2012,205.0,205.0,205.0,1,2012-11-22,2012,11,22,182.86666666666667,9.874150625483175,85.33616776851683,-0.0
11/25/2012,205.0,205.0,205.0,0,2012-11-25,2012,11,25,183.86666666666667,10.546231009501192,85.33616776851683,-0.0
11/26/2012,211.0,211.0,211.0,1,2012-11-26,2012,11,26,185.0,11.560933025228145,88.31799352602806,-0.0
11/27/2012,208.0,208.0,208.0,-1,2012-11-27,2012,11,27,186.13333333333333,12.099396774173025,79.60206246120363,-20.0
11/28/2012,203.0,203.0,203.0,-1,2012-11-28,2012,11,28,187.06666666666666,12.28942167302797,67.62371160812845,-88.88888888888889
11/29/2012,208.0,208.0,208.0,1,2012-11-29,2012,11,29,188.16666666666666,12.643884533321739,72.138719067367,-37.5
12/2/2012,207.0,207.0,207.0,-1,2012-12-02,2012,12,2,189.23333333333332,12.843040066936588,70.03512470799087,-50.0
12/3/2012,201.0,201.0,201.0,-1,2012-12-03,2012,12,3,190.06666666666666,12.765614734130477,58.93123697888999,-100.0
12/4/2012,203.0,203.0,203.0,1,2012-12-04,2012,12,4,191.0,12.649110640674289,61.1427747890452,-80.0
12/5/2012,204.0,204.0,204.0,1,2012-12-05,2012,12,5,191.96666666666667,12.491330326804794,62.23772797280323,-57.14285714285714
12/6/2012,208.0,208.0,208.0,1,2012-12-06,2012,12,6,193.06666666666666,12.3983684503206,66.3253567205012,-0.0
12/9/2012,206.0,206.0,206.0,-1,2012-12-09,2012,12,9,194.1,12.129616078298483,62.672401467673936,-28.57142857142857
12/10/2012,204.0,204.0,204.0,-1,2012-12-10,2012,12,10,195.03333333333333,11.760492991465945,59.16325495896076,-57.14285714285714
12/11/2012,201.0,201.0,201.0,-1,2012-12-11,2012,12,11,195.9,11.176792458267867,54.25589371749896,-99.99999999999999
12/13/2012,205.0,205.0,205.0,1,2012-12-13,2012,12,13,196.83333333333334,10.703152398447344,59.124277742437435,-42.857142857142854
12/16/2012,208.0,208.0,208.0,1,2012-12-16,2012,12,16,197.9,10.134781354497482,62.3598216719531,-0.0
12/17/2012,215.0,215.0,215.0,1,2012-12-17,2012,12,17,199.13333333333333,9.877642233447004,68.60450793463043,-0.0
12/18/2012,218.0,218.0,218.0,1,2012-12-18,2012,12,18,200.46666666666667,9.623008825237406,70.83752111792109,-0.0
12/19/2012,215.0,215.0,215.0,-1,2012-12-19,2012,12,19,201.53333333333333,9.39087353482886,65.79765400474132,-17.64705882352941
12/20/2012,216.0,216.0,216.0,1,2012-12-20,2012,12,20,202.66666666666666,8.99552890217735,66.64942430727878,-11.76470588235294
12/23/2012,209.0,209.0,209.0,-1,2012-12-23,2012,12,23,203.56666666666666,8.169258326752722,56.11464297486807,-69.23076923076923
12/24/2012,213.0,213.0,213.0,1,2012-12-24,2012,12,24,204.46666666666667,7.63717465962595,60.004934687600475,-50.0
12/26/2012,228.0,228.0,228.0,1,2012-12-26,2012,12,26,205.8,8.13845702566799,70.54847156519871,-0.0
12/27/2012,238.0,238.0,238.0,1,2012-12-27,2012,12,27,207.46666666666667,9.390873534828952,75.2355481964419,-0.0
12/31/2012,250.0,250.0,250.0,1,2012-12-31,2012,12,31,209.3,11.905229219071998,79.45992113717764,-0.0
1/1/2013,240.0,240.0,240.0,-1,2013-01-01,2013,1,1,210.83333333333334,12.795697912091258,68.91063183238701,-24.390243902439025
1/2/2013,238.0,238.0,238.0,-1,2013-01-02,2013,1,2,212.3,13.311001413143767,66.99491381102763,-29.26829268292683
1/3/2013,242.0,242.0,242.0,1,2013-01-03,2013,1,3,213.83333333333334,14.000205253011933,68.8595127608934,-21.62162162162162
1/6/2013,246.0,246.0,246.0,1,2013-01-06,2013,1,6,215.3,14.987696103230313,70.6454441140528,-18.181818181818183
1/7/2013,241.0,241.0,241.0,-1,2013-01-07,2013,1,7,216.53333333333333,15.538014192859332,65.5822955732083,-75.0
1/8/2013,241.0,241.0,241.0,0,2013-01-08,2013,1,8,217.73333333333332,15.999856321194816,65.5822955732083,-75.0
1/9/2013,239.0,239.0,239.0,-1,2013-01-09,2013,1,9,218.86666666666667,16.26872042810508,63.471977603555054,-87.5
1/10/2013,238.0,238.0,238.0,-1,2013-01-10,2013,1,10,219.76666666666668,16.5626987084163,62.39094807820656,-100.0
1/13/2013,243.0,243.0,243.0,1,2013-01-13,2013,1,13,220.93333333333334,16.93381300795937,65.5502843598976,-37.5
1/15/2013,240.0,240.0,240.0,-1,2013-01-15,2013,1,15,222.16666666666666,16.93004538628405,62.175406672479006,-75.0
1/16/2013,264.0,264.0,264.0,1,2013-01-16,2013,1,16,224.03333333333333,18.342495098454055,73.79780586723692,-0.0
1/17/2013,270.0,270.0,270.0,1,2013-01-17,2013,1,17,226.13333333333333,19.868070613048655,75.79981007999339,-0.0
1/20/2013,254.0,254.0,254.0,-1,2013-01-20,2013,1,20,227.9,19.912480924077613,62.16042688483234,-50.0
1/21/2013,247.0,247.0,247.0,-1,2013-01-21,2013,1,21,229.36666666666667,19.633685573407593,57.302376775539955,-71.875
1/22/2013,251.0,251.0,251.0,1,2013-01-22,2013,1,22,230.93333333333334,19.41370531410787,59.26166320638271,-63.333333333333336
1/23/2013,261.0,261.0,261.0,1,2013-01-23,2013,1,23,232.7,19.66468916611784,63.74119303178033,-30.0
1/24/2013,260.0,260.0,260.0,-1,2013-01-24,2013,1,24,234.5,19.60779225821745,62.99522290054198,-43.47826086956522
1/27/2013,252.0,252.0,252.0,-1,2013-01-27,2013,1,27,236.1,18.981570008827862,57.225372542627376,-78.26086956521739
1/28/2013,250.0,250.0,250.0,-1,2013-01-28,2013,1,28,237.73333333333332,17.936542036577702,55.84819241857759,-78.57142857142857
1/30/2013,243.0,243.0,243.0,-1,2013-01-30,2013,1,30,239.0,16.854345597420142,51.203524180549365,-100.0
1/31/2013,242.0,242.0,242.0,-1,2013-01-31,2013,1,31,240.13333333333333,15.808625610033138,50.556663688301484,-100.0
2/3/2013,236.0,236.0,236.0,-1,2013-02-03,2013,2,3,240.83333333333334,15.106708565342611,46.74120616700036,-100.0
2/4/2013,241.0,241.0,241.0,1,2013-02-04,2013,2,4,241.6,14.478521547690278,50.11953665603013,-79.16666666666667
2/5/2013,242.0,242.0,242.0,1,2013-02-05,2013,2,5,242.5,13.57926918962038,50.79183593743709,-62.5
2/6/2013,242.0,242.0,242.0,0,2013-02-06,2013,2,6,243.36666666666667,12.625871996745278,50.79183593743709,-57.14285714285714
2/7/2013,238.0,238.0,238.0,-1,2013-02-07,2013,2,7,244.33333333333334,10.89553319843489,47.802905418105226,-71.42857142857142
2/10/2013,240.0,240.0,240.0,1,2013-02-10,2013,2,10,245.23333333333332,9.201511619945398,49.40605891508389,-33.333333333333336
2/12/2013,244.0,244.0,244.0,1,2013-02-12,2013,2,12,245.76666666666668,8.61307479773052,52.54528656627488,-0.0
2/13/2013,250.0,250.0,250.0,1,2013-02-13,2013,2,13,246.16666666666666,8.518067343265384,56.86839258719611,-0.0
